Walltime,Step,Value
1583007277.6869197,8845,0.015174411237239838
1583007300.702519,8850,0.013833761215209961
1583007326.7430634,8860,0.01323791779577732
1583007429.669524,8885,0.01420616079121828
1583007447.1022558,8890,0.005491945892572403
1583007467.4541924,8900,0.011301410384476185
1583007485.0385566,8905,0.008258363232016563
1583007514.995356,8910,0.00704113719984889
1583007565.261868,8925,0.015174410305917263
1583007613.3712854,8935,0.009364931844174862
1583007651.1709387,8945,0.0024796214420348406
1583007822.523099,8990,0.009364931844174862
1583007884.4695952,9005,0.0070411404594779015
1583008025.0516438,9050,0.01004839688539505
1583008138.824437,9080,0.0016189588932320476
1583008158.7985883,9085,0.003555453149601817
1583008240.5026999,9115,-0.009999985806643963
1583008260.8812194,9120,0.006045228336006403
1583008282.6494088,9125,0.00084435980534181
1583008423.8994713,9165,0.004598179366439581
1583008550.0497885,9195,0.008590334095060825
1583008575.745656,9200,0.006782940588891506
1583008731.4799652,9245,0.0035554501228034496
1583008753.2307332,9250,0.005860799923539162
1583008792.1062996,9265,0.00868146400898695
1583008846.2163901,9280,-0.006127012427896261
1583008921.9417896,9300,0.009364928118884563
1583008953.2003999,9310,0.009364928118884563
1583009017.8350754,9330,0.011301422491669655
1583009127.315074,9360,0.01517439540475607
1583009188.9378788,9380,0.003555450588464737
1583009197.4995205,9385,0.013237908482551575
1583009264.950465,9400,0.005491943564265966
1583009364.3576567,9425,0.01033318042755127
1583009421.7564948,9445,0.004083587322384119
1583009504.0951626,9465,0.020983893424272537
1583009665.2787838,9510,0.004200950264930725
1583009697.6184556,9520,0.008258362300693989
1583009731.374143,9525,0.032602857798337936
1583009821.7432954,9555,0.007428438868373632
1583009836.0730417,9560,0.009012842550873756
1583009859.9079642,9565,0.010748143307864666
1583009896.366774,9575,0.0042009493336081505
1583009914.8840525,9585,0.00742844445630908
1583010153.643203,9650,0.013237915933132172
1583010291.384976,9695,0.010504045523703098
1583010358.4452243,9715,0.012592419981956482
1583010455.8499138,9740,0.009364930912852287
1583010461.9261193,9745,0.03647583723068237
1583010576.077617,9770,0.002909956034272909
1583010585.2864673,9775,-0.004190518520772457
1583010603.4976423,9780,0.010333175770938396
1583010663.3917632,9800,0.013237915001809597
1583010683.1998897,9805,0.014998367987573147
1583010776.287639,9835,0.015174410305917263
1583010859.7406073,9855,0.002587211551144719
1583010872.1475043,9860,0.017110904678702354
1583010882.410174,9865,0.007815736345946789
1583010903.0765007,9875,0.017110899090766907
1583011002.1931515,9905,0.030666356906294823
1583011041.2179265,9920,0.015174412168562412
1583011074.0043657,9930,0.0038320941384881735
1583011122.1574054,9945,0.030666345730423927
1583011197.8834932,9960,0.0054919421672821045
1583011271.1412115,9975,0.0045236945152282715
1583011300.4689815,9985,0.008396684192121029
1583011420.8666823,10020,0.017885500565171242
1583011460.1623087,10030,0.0045236991718411446
1583011719.6047482,10090,0.005491944961249828
1583011736.0931025,10095,0.017110904678702354
1583011746.3534443,10100,-0.009999997913837433
1583012031.1001031,10175,0.024856870993971825
1583012122.4676983,10195,0.0013210359029471874
1583012220.1284158,10215,0.011024783365428448
1583012232.7154317,10220,0.006460191216319799
1583012292.2129433,10235,0.013625215739011765
1583012305.9423056,10240,-0.006127010565251112
1583012390.8533359,10255,0.012850618921220303
1583012418.813195,10265,0.01600433513522148
1583012448.8513634,10275,0.013237915001809597
1583012559.8280628,10300,0.011301422491669655
1583012635.567911,10315,0.01065592560917139
1583012665.1323972,10325,0.0016189559828490019
1583012752.9954107,10340,0.01499836053699255
1583012794.2108624,10355,-0.0009630303247831762
1583012838.3338299,10370,-0.017745964229106903
1583012892.325414,10380,0.01469028927385807
1583012964.6180122,10395,0.01904739998281002
1583013039.9785244,10410,0.009364929981529713
1583013072.8872511,10415,-0.004467166494578123
1583013114.495693,10430,0.010914120823144913
1583013179.0945642,10445,0.011172323487699032
1583013365.2000315,10490,0.014012512750923634
1583013404.2615547,10500,0.01262639369815588
1583013488.4258451,10525,0.008308663964271545
1583013550.4859774,10550,0.01766418106853962
1583013571.2997532,10555,0.010471498593688011
1583013586.0705965,10560,0.00021059946448076516
1583013613.5563474,10570,-0.004836016800254583
1583013623.0134652,10575,0.022274887189269066
1583013648.7799966,10585,-0.0022540255449712276
1583013698.6776807,10595,0.006782939657568932
1583013740.1473792,10610,0.017110897228121758
1583013765.3317912,10615,0.048094797879457474
1583013839.7510946,10635,0.010914125479757786
1583013945.4871688,10660,0.003942749463021755
1583013987.3310823,10670,0.012269669212400913
1583014111.2255445,10705,0.014012515544891357
1583014145.8231363,10715,0.008590335957705975
1583014165.7850819,10720,0.005007823463529348
1583014218.6020744,10735,0.009364930912852287
1583014243.2010765,10745,0.009364929981529713
1583014329.6955745,10765,0.006998105440288782
1583014379.8328226,10785,0.01323791779577732
1583014420.5113287,10795,0.00452369824051857
1583014443.3595855,10805,0.006782941520214081
1583014449.1525915,10810,-0.000317533704219386
1583014538.3620923,10835,0.005491939838975668
1583014589.670778,10855,0.013237915933132172
1583014607.1901698,10860,0.0074284374713897705
1583014623.5169075,10865,0.004765758290886879
1583014723.2780776,10885,0.009364930912852287
1583014748.7446902,10890,0.01434448640793562
1583014792.223252,10900,0.009364928118884563
1583014815.0167167,10905,0.0025872006081044674
1583014842.0888073,10915,0.008258365094661713
1583014863.8396251,10920,0.00290995417162776
1583014876.0289965,10925,0.013237915001809597
1583014929.121377,10935,0.010333175770938396
1583014955.3613503,10940,0.008258366025984287
1583014987.959074,10950,0.013237915933132172
1583015081.47733,10975,0.013237915001809597
1583015097.191433,10980,0.0074284374713897705
1583015188.5717416,11010,0.0016189593588933349
1583015214.1326408,11015,-0.004190518986433744
1583015234.3321135,11020,0.008753405883908272
1583015315.9512603,11040,0.004523700103163719
1583015357.452598,11050,0.00406505586579442
1583015407.318995,11060,0.010471498593688011
1583015462.0701954,11080,-0.0012857804540544748
1583015691.8001618,11135,0.010139526799321175
1583015739.6427152,11145,0.010471498593688011
1583015763.2108014,11155,-0.0009630314307287335
1583015773.8596923,11160,0.010139529593288898
1583015835.8296683,11180,0.004846449010074139
1583015873.2934597,11190,0.004385377746075392
1583015891.863016,11195,0.011024783365428448
1583015905.843165,11200,0.017756402492523193
1583015956.2815092,11215,0.01928945817053318
1583016022.264633,11235,0.005194021854549646
1583016034.0871012,11240,0.015561706386506557
1583016083.5720348,11255,0.013942093588411808
1583016160.4236472,11270,0.017110900953412056
1583016328.9624207,11320,0.01323791779577732
1583016348.2678554,11325,0.0071517955511808395
1583016430.5137014,11345,0.00032796611776575446
1583016460.819837,11355,0.009012842550873756
1583016516.6417375,11370,0.00859033688902855
1583016557.3205988,11380,-0.002254020655527711
1583016588.638932,11385,0.0016189598245546222
1583016641.4136372,11395,0.002264457056298852
1583016652.3969266,11400,0.0071517894975841045
1583016658.0818264,11405,-0.006127008702605963
1583016673.2638488,11410,0.01022559404373169
1583016711.127536,11420,0.003555449889972806
1583016734.398679,11430,-0.013872983865439892
1583016749.3558004,11435,0.0035554510541260242
1583016867.6145606,11455,0.013237920589745045
1583016896.2137694,11460,0.01323791779577732
1583016929.0071552,11470,0.011688721366226673
1583016996.2581544,11490,-0.009999996982514858
1583017105.6547163,11515,0.00161895586643368
1583017355.8315427,11575,0.011301428079605103
1583017424.88767,11595,0.009364929981529713
1583017472.4707255,11610,0.011125380173325539
1583017563.878756,11635,0.005491944495588541
1583017579.684077,11645,0.044221799820661545
1583017686.8119688,11660,0.011785544455051422
1583017802.0734303,11690,0.0059222811833024025
1583017814.4074473,11695,0.0070411390624940395
1583017847.7155187,11705,0.02485688030719757
1583017915.5660784,11720,0.009364931844174862
1583017994.9638274,11735,0.0019417047733440995
1583018006.7934928,11740,0.01194691937416792
1583018027.548433,11745,-0.0022540271747857332
1583018233.5659728,11795,0.010655926540493965
1583018254.7948258,11800,-0.0005941757117398083
1583018270.979311,11805,0.03260284662246704
1583018288.8399823,11810,0.006137441843748093
1583018318.2910194,11820,0.009364929050207138
1583018358.6749067,11830,-0.004190521314740181
1583018397.2275517,11845,0.005491944495588541
1583018500.0508838,11870,0.007643601857125759
1583018549.8737583,11880,0.004472740460187197
1583018568.2327316,11885,0.01545105129480362
1583018579.9814408,11890,0.03260282799601555
1583018606.3949177,11895,0.014294183813035488
1583018805.6994085,11935,0.006782936863601208
1583018957.7405143,11980,0.008203033357858658
1583019057.622689,12005,0.017110899090766907
1583019216.8562331,12045,0.009364931844174862
1583019243.0381863,12050,0.006598514970391989
1583019287.9931252,12065,0.01904739998281002
1583019347.843494,12085,0.008073939941823483
1583019490.55243,12120,0.0069003039970994
1583019567.7501118,12140,0.014206166379153728
1583019624.6194832,12155,0.020983880385756493
1583019644.215394,12160,0.0032788084354251623
1583019661.651858,12165,0.010333179496228695
1583019698.063512,12175,0.009364930912852287
1583019846.1507661,12215,-0.006127012427896261
1583019879.060474,12225,0.008590325713157654
1583019913.0589592,12235,0.003555452451109886
1583019957.4487548,12245,0.003966224379837513
1583020212.7758622,12295,0.009938705712556839
1583020341.6472814,12335,0.0016189555171877146
1583020356.51042,12340,0.011946922168135643
1583020365.7969866,12345,0.008590334095060825
1583020454.203109,12365,0.009364928118884563
1583020570.9410558,12395,-0.002254028571769595
1583020710.825028,12435,0.005491943098604679
1583020824.6691318,12465,-0.006127009633928537
1583020844.8024638,12470,0.0037975136656314135
1583020874.562462,12475,0.005491940304636955
1583020890.0875058,12480,0.022274889051914215
1583020916.1390047,12490,0.015174408443272114
1583020968.7931848,12500,0.008590334095060825
1583021015.4287117,12515,0.005491945426911116
1583021136.5257313,12545,0.004787764512002468
1583021168.403591,12555,0.015174410305917263
1583021349.6485283,12590,0.007314525078982115
1583021417.335582,12610,0.006266544107347727
1583021460.129043,12620,0.009364931844174862
1583021544.3225894,12640,0.007007462438195944
1583021561.3570244,12645,0.005491943564265966
1583021606.3374739,12655,0.006137442775070667
1583021689.5467622,12680,0.009137106128036976
1583021767.557008,12695,0.019692890346050262
1583021806.1944942,12705,0.011516589671373367
1583021861.6005874,12720,0.0016189576126635075
1583021878.4088132,12725,0.006137441378086805
1583021910.5856757,12730,0.009235831908881664
1583022093.5680976,12780,0.007912565022706985
1583022121.5821683,12785,0.015174408443272114
1583022151.5213788,12795,0.0016189601738005877
1583022173.6539803,12800,0.005491944029927254
1583022188.7021024,12805,-0.0022540304344147444
1583022230.5764756,12810,0.002393558155745268
1583022314.8339858,12830,0.007428436074405909
1583022380.0231178,12840,0.005491945426911116
1583022420.108488,12855,0.007751187309622765
1583022464.0563889,12865,0.005491945892572403
1583022489.506787,12875,0.0035554547794163227
1583022517.07173,12885,0.008396685123443604
1583022683.657228,12930,0.011172321625053883
1583022745.5319626,12950,0.0101395258679986
1583022781.3799343,12960,0.006782944314181805
1583022803.6498113,12970,0.004200949799269438
1583022830.6872034,12980,0.014206163585186005
1583022893.2325766,12995,0.01633630506694317
1583022942.267688,13010,-0.0022540315985679626
1583023092.1543226,13040,0.003555456642061472
1583023102.7143216,13045,-0.0022540309000760317
1583023163.443029,13070,0.03647582605481148
1583023206.943347,13085,0.0006507132202386856
1583023255.487488,13100,0.005491937976330519
1583023277.8172753,13110,0.0016189605230465531
1583023367.306616,13135,0.001618957961909473
1583023480.1767373,13155,0.01866009272634983
1583023537.7683406,13170,0.008471162989735603
1583023555.2056582,13175,0.015174413099884987
1583023573.634932,13180,0.009122868068516254
1583023591.5937662,13185,0.01360676996409893
1583023647.6574342,13205,0.004938662983477116
1583023704.3869786,13225,-0.006127010565251112
1583023802.7098901,13255,0.009364926256239414
1583023812.2013464,13260,0.011829555965960026
1583023854.3149931,13275,0.005491941701620817
1583023950.4667745,13300,0.00807393528521061
1583024005.0073404,13315,0.015174406580626965
1583024024.8383777,13320,0.0035554503556340933
1583024082.401949,13330,0.01379119697958231
1583024110.2755926,13340,0.005491945892572403
1583024135.3699727,13350,0.009364932775497437
1583024160.8934407,13355,0.009893064387142658
1583024215.080075,13370,0.024856870993971825
1583024236.6346204,13375,0.00663105770945549
1583024286.4493196,13390,-0.010000000707805157
1583024350.3039923,13405,-0.0022540255449712276
1583024383.282168,13410,0.007970656268298626
1583024414.1842217,13420,-0.0022540264762938023
1583024537.8468802,13450,0.009364929981529713
1583024599.5574377,13465,0.011946923099458218
1583024644.4316077,13480,0.003555449889972806
1583024656.3017242,13485,0.0016189605230465531
1583024738.1417925,13505,0.005491943564265966
1583024856.8898613,13535,0.00694431085139513
1583025104.6451156,13600,-0.002254028571769595
1583025193.4984164,13620,0.009960772469639778
1583025216.4079409,13630,0.013237908482551575
1583025290.6631484,13655,0.017110902816057205
1583025337.0782363,13670,0.004200953058898449
1583025369.4827678,13680,0.03647583723068237
1583025470.5828686,13700,0.0021722428500652313
1583025576.5827382,13725,0.011870979331433773
1583025652.3444397,13745,-0.006127011962234974
1583025726.7950242,13765,0.011301424354314804
1583025771.686707,13780,0.011688726022839546
1583026076.5645683,13860,0.004717347677797079
1583026256.6327362,13910,0.014787108637392521
1583026308.7932684,13915,0.015340393409132957
1583026315.6079297,13920,0.010333174839615822
1583026356.0747058,13935,0.008396685123443604
1583026370.031006,13940,0.015350451692938805
1583026457.7897232,13965,0.005491949617862701
1583026571.2411764,13995,0.010333176702260971
1583026595.5351079,14000,0.006236749701201916
1583026613.0494084,14005,0.0016189571470022202
1583026628.7728415,14010,0.009364931844174862
1583026635.80455,14015,-0.0022540248464792967
1583026651.999285,14020,0.01130142156034708
1583026675.2979696,14025,0.005491941701620817
1583026827.4293938,14065,0.009364929981529713
1583027238.0873203,14185,0.019047390669584274
1583027257.4614768,14190,0.01420616265386343
1583027271.2333562,14195,0.006782939191907644
1583027384.9841328,14230,-0.0022540236823260784
1583027454.6328747,14255,0.013237911276519299
1583027494.8452153,14270,0.010655929334461689
1583027538.0197546,14285,0.0025872073601931334
1583027563.4443798,14290,0.015819905325770378
1583027580.7045128,14295,0.007428440731018782
1583027639.8686693,14315,-0.0022540229838341475
1583027786.637523,14355,0.005491952411830425
1583027802.2510593,14360,0.0016189598245546222
1583027857.5628655,14375,0.006460191216319799
1583027880.8779068,14385,0.01323791779577732
1583027894.867487,14390,0.013237915933132172
1583027927.109636,14400,0.007428438868373632
1583028143.2753963,14460,0.010225596837699413
1583028185.4850128,14470,0.014012512750923634
1583028243.5428123,14485,0.011415336281061172
1583028285.9313962,14495,0.016465408727526665
1583028368.0584407,14520,0.0068588824942708015
1583028422.6656218,14535,-0.0022540302015841007
1583028459.955314,14550,0.002909956267103553
1583028590.3083067,14595,6.976678560022265e-05
1583028609.3834777,14600,0.010010425001382828
1583028705.2178938,14630,0.0007582962862215936
1583028748.895786,14640,0.005491944495588541
1583028762.3282363,14645,0.006266541313380003
1583028852.5933535,14675,0.012642070651054382
1583028919.4130065,14690,-0.002254024613648653
1583028938.1047485,14695,0.014897770248353481
1583028994.5423808,14720,0.014344482682645321
1583029037.9627624,14730,0.014897767454385757
1583029064.36851,14740,0.006782941985875368
1583029126.4663801,14760,0.002587205031886697
1583029133.2410762,14765,0.0054919421672821045
1583029259.8893452,14805,0.008073937147855759
1583029349.773365,14830,0.013237915933132172
1583029388.1728566,14840,0.017110902816057205
1583029399.7663093,14845,0.008719433099031448
1583029428.7367744,14850,0.012533735483884811
1583029491.2128844,14870,-0.009999996982514858
1583029610.3828788,14905,0.005922277923673391
1583029676.4412954,14925,0.012269667349755764
1583029728.7201054,14940,0.011578066274523735
1583029743.0980847,14945,0.00859033316373825
1583029777.5704994,14955,0.015451053157448769
1583029918.9535246,14995,0.013237911276519299
1583030000.7900047,15025,0.01904739812016487
1583030192.8632486,15085,0.017110899090766907
1583030290.1888008,15110,0.007997993379831314
1583030350.50124,15120,0.007815739139914513
1583030369.216911,15125,0.0016189536545425653
1583030424.9962566,15140,0.009364934638142586
1583030604.9603236,15190,0.006266539916396141
1583030710.4293914,15220,0.006598510313779116
1583030761.6724658,15240,0.013237913139164448
1583030849.4235384,15265,0.006653842981904745
1583030906.8566763,15275,0.009364928118884563
1583030938.9666417,15285,0.00807393342256546
1583030975.5999582,15295,0.010556616820394993
1583031034.6941407,15310,0.009364930912852287
1583031081.2757132,15325,0.010817292146384716
1583031095.2861123,15330,0.010914122685790062
1583031124.817742,15335,0.007428438868373632
1583031160.3030186,15350,0.008590335957705975
1583031213.8161154,15355,0.014313748106360435
1583031228.0014663,15360,0.01130142156034708
1583031249.5119526,15365,0.006782944314181805
1583031288.5310948,15380,0.00807393342256546
1583031299.1981683,15385,-0.010000002570450306
1583031316.6841571,15390,0.0145289096981287
1583031369.3303056,15405,0.007041138131171465
1583031387.376295,15410,-0.0003175312594976276
1583031414.0064044,15420,-0.0022540304344147444
1583031423.2581043,15425,0.004523695912212133
1583031475.0589144,15445,0.007428438868373632
1583031513.7088275,15455,0.00316815497353673
1583031543.7349524,15460,0.013883412815630436
1583031559.677469,15465,0.011946923099458218
1583031611.0980453,15485,0.02098388411104679
1583031656.8706574,15495,0.02098388783633709
1583031683.110878,15505,0.009364929050207138
1583031734.3481588,15525,0.013237915933132172
1583031880.7215202,15570,0.014528913423418999
1583031931.8669431,15585,0.0087194312363863
1583031963.2934897,15595,0.00161895458586514
1583032002.6361992,15605,0.008396685123443604
1583032071.0254638,15615,0.017110897228121758
1583032097.5263627,15625,0.02872985415160656
1583032298.7030628,15670,0.0145289096981287
1583032363.3603628,15690,0.018401894718408585
1583032388.5640512,15700,0.003555449191480875
1583032450.4755068,15715,0.011578066274523735
1583032523.7297828,15735,0.00936492532491684
1583032579.2869358,15755,0.0016189593588933349
1583032641.0105376,15775,0.01866009458899498
1583032719.3618023,15795,0.01268463023006916
1583032830.3614879,15825,0.0016189642483368516
1583032873.1892872,15840,0.005491943564265966
1583032953.2927265,15860,0.0029099511448293924
1583033000.8183782,15870,0.014787105843424797
1583033067.8608284,15890,0.008934599347412586
1583033078.515306,15895,0.01904739998281002
1583033180.0319011,15930,0.002587205497547984
1583033276.3226783,15945,0.010139526799321175
1583033299.3950646,15950,0.010773289017379284
1583033378.3977425,15975,0.005491943564265966
1583033388.0717745,15980,-0.00031753239454701543
1583033408.1096647,15985,0.017110899090766907
1583033461.060261,15995,0.009364930912852287
1583033535.4620488,16010,0.005491944961249828
1583033637.1502473,16035,0.013237908482551575
1583033704.2527452,16050,0.0035554522182792425
1583033717.7040973,16055,0.01517440378665924
1583033752.659522,16065,0.0016189620364457369
1583033925.6485348,16095,0.011829557828605175
1583034115.309223,16145,0.009203558787703514
1583034204.3570247,16180,-0.0022540234494954348
1583034252.953171,16195,0.010655926540493965
1583034260.6670105,16200,0.005491940770298243
1583034362.399547,16235,0.01969289220869541
1583034384.928352,16240,0.009945877827703953
1583034403.428242,16245,0.005491943564265966
1583034410.435955,16250,0.020983874797821045
1583034436.5836098,16255,0.02001563273370266
1583034518.1287723,16275,-0.006127011030912399
1583034571.4103153,16290,0.014959239400923252
1583034721.5990043,16345,0.017110904678702354
1583034946.078389,16415,0.00226445565931499
1583034964.2241213,16420,0.00549194635823369
1583034993.800549,16425,0.007041141390800476
1583035035.812899,16440,0.005491957068443298
1583035062.660467,16450,0.003770615439862013
1583035136.0911708,16475,0.0020062578842043877
1583035185.0747192,16490,0.010010426864027977
1583035194.9998655,16495,0.008396683260798454
1583035241.5478125,16505,0.010194853879511356
1583035256.6008258,16510,0.008811642415821552
1583035390.5373652,16545,0.009701712056994438
1583035419.9488866,16555,0.0029099539387971163
1583035452.944965,16565,-0.006127013359218836
1583035575.4135008,16605,0.025502372533082962
1583035585.3762145,16610,0.013237925246357918
1583035687.7907114,16635,0.017110904678702354
1583035703.449344,16640,0.03647581860423088
1583035779.3171828,16670,0.012269668281078339
1583035802.0317965,16680,0.02679337002336979
1583035819.96767,16690,0.005491939838975668
1583035850.63106,16700,0.017664186656475067
1583035915.0271134,16720,0.005491944029927254
1583035982.335063,16735,0.008934598416090012
1583036041.4860578,16755,0.017110900953412056
1583036194.6800454,16790,0.009364927187561989
1583036261.8394356,16805,0.013237916864454746
1583036268.7613456,16810,0.017110902816057205
1583036285.7410886,16815,0.010471498593688011
1583036389.6809301,16845,0.013237911276519299
1583036507.2452314,16880,0.012753784656524658
1583036538.8768682,16885,0.009881327860057354
1583036594.457295,16905,0.013237922452390194
1583036622.871256,16915,0.009364929050207138
1583036636.6761441,16920,0.009364929050207138
1583036657.2645311,16925,0.01969289407134056
1583036730.1190898,16945,0.009526306763291359
1583036821.0163941,16970,0.0062665436416864395
1583036959.2930746,17005,0.015174408443272114
1583037049.9547102,17030,0.002587204100564122
1583037105.358253,17050,0.010655921883881092
1583037121.1049309,17055,0.04034880921244621
1583037190.9590464,17070,0.014270709827542305
1583037247.1532192,17090,0.0035554522182792425
1583037275.0375137,17100,0.013237922452390194
1583037356.7198334,17120,-0.0022540255449712276
